"","pid","id.x","block_order","reversal_timings","id.y","run","block","block_type","trial_num","cue_time","action","action_time","reward","reward_time","rt","craving_rating","mood_rating","pid_db","trial","reversal","choice","opt_act","opt"
"11","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6299,"3","block_one","numberbar_pos",11,1677868530.796,1,1677868530.979,0,1677868534.013,0.183000087738037,-1,-1,54,11,0,0,1,0
"12","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6301,"3","block_one","numberbar_pos",12,1677868534.997,1,1677868535.566,0,1677868538.582,0.569000005722046,-1,-1,54,12,0,0,1,0
"13","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6303,"3","block_one","numberbar_pos",13,1677868539.6,1,1677868539.765,1,1677868542.768,0.165000200271606,-1,-1,54,13,1,0,1,0
"14","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6305,"3","block_one","numberbar_pos",14,1677868543.767,1,1677868544.471,1,1677868547.493,0.703999996185303,-1,-1,54,14,0,0,0,1
"15","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6307,"3","block_one","numberbar_pos",15,1677868548.485,1,1677868549.904,0,1677868552.921,1.41900014877319,-1,-1,54,15,0,0,0,1
"16","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6309,"3","block_one","numberbar_pos",16,1677868553.921,1,1677868554.604,1,1677868557.63,0.683000087738037,-1,-1,54,16,0,0,0,1
"17","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6311,"3","block_one","numberbar_pos",17,1677868558.64,1,1677868559.406,1,1677868562.424,0.765999794006348,-1,-1,54,17,0,0,0,1
"18","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6313,"3","block_one","numberbar_pos",18,1677868563.425,0,1677868564.425,0,1677868567.476,1,-1,-1,54,18,0,1,0,0
"19","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6315,"3","block_one","numberbar_pos",19,1677868568.493,0,1677868568.694,0,1677868571.711,0.200999975204468,-1,-1,54,19,0,1,0,0
"20","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6317,"3","block_one","numberbar_pos",20,1677868572.729,1,1677868574.014,1,1677868577.029,1.28499984741211,-1,-1,54,20,0,0,0,1
"21","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6320,"3","block_one","numberbar_pos",21,1677868578.047,1,1677868580.598,0,1677868583.632,2.55100011825562,-1,-1,54,21,0,0,0,1
"22","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6322,"3","block_one","numberbar_pos",22,1677868584.649,1,1677868586.8,0,1677868589.818,2.15100002288818,-1,-1,54,22,0,0,0,1
"23","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6324,"3","block_one","numberbar_pos",23,1677868590.819,1,1677868595.704,1,1677868598.739,4.88499999046326,-1,-1,54,23,0,0,0,1
"24","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6326,"3","block_one","numberbar_pos",24,1677868599.755,1,1677868601.972,0,1677868605.006,2.21699976921082,-1,-1,54,24,0,0,0,1
"25","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6328,"3","block_one","numberbar_pos",25,1677868606.026,1,1677868607.341,0,1677868610.375,1.31500005722046,-1,-1,54,25,1,0,0,1
"26","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6329,"3","block_one","numberbar_pos",26,1677868611.376,1,1677868611.976,0,1677868614.978,0.600000143051147,-1,-1,54,26,0,0,1,0
"27","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6330,"3","block_one","numberbar_pos",27,1677868615.977,0,1677868616.629,1,1677868619.663,0.651999950408936,-1,-1,54,27,0,1,1,1
"28","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6331,"3","block_one","numberbar_pos",28,1677868620.663,0,1677868621.162,1,1677868624.182,0.498999834060669,-1,-1,54,28,0,1,1,1
"29","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6333,"3","block_one","numberbar_pos",29,1677868625.181,0,1677868625.492,1,1677868628.515,0.311000108718872,-1,-1,54,29,0,1,1,1
"30","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6334,"3","block_one","numberbar_pos",30,1677868629.517,0,1677868629.832,1,1677868632.867,0.315000057220459,-1,-1,54,30,0,1,1,1
"31","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6335,"3","block_one","numberbar_pos",31,1677868633.867,0,1677868635.935,1,1677868638.969,2.06799983978271,-1,-1,54,31,0,1,1,1
"32","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6336,"3","block_one","numberbar_pos",32,1677868639.969,0,1677868640.254,1,1677868643.289,0.284999847412109,-1,-1,54,32,0,1,1,1
"33","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6337,"3","block_one","numberbar_pos",33,1677868644.288,0,1677868645.872,1,1677868648.89,1.58399987220764,-1,-1,54,33,0,1,1,1
"34","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6338,"3","block_one","numberbar_pos",34,1677868649.908,0,1677868650.444,1,1677868653.458,0.53600001335144,-1,-1,54,34,0,1,1,1
"35","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6339,"3","block_one","numberbar_pos",35,1677868654.475,0,1677868655.542,0,1677868658.576,1.06700015068054,-1,-1,54,35,0,1,1,1
"36","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6431,"3","block_three","numberbar_neg",1,1677868852.484,0,1677868853.32,1,1677868856.356,0.835999965667725,-1,-1,54,1,0,1,1,1
"37","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6433,"3","block_three","numberbar_neg",2,1677868857.369,0,1677868857.619,1,1677868860.635,0.25,-1,-1,54,2,0,1,1,1
"38","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6435,"3","block_three","numberbar_neg",3,1677868861.636,0,1677868861.935,1,1677868864.953,0.299000024795532,-1,-1,54,3,0,1,1,1
"39","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6437,"3","block_three","numberbar_neg",4,1677868865.97,0,1677868866.821,0,1677868869.84,0.851000070571899,-1,-1,54,4,0,1,1,1
"40","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6439,"3","block_three","numberbar_neg",5,1677868870.858,1,1677868871.341,1,1677868874.357,0.483000040054321,-1,-1,54,5,0,0,1,0
"41","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6441,"3","block_three","numberbar_neg",6,1677868875.375,1,1677868875.473,1,1677868878.476,0.0980000495910645,-1,-1,54,6,0,0,1,0
"42","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6443,"3","block_three","numberbar_neg",7,1677868879.476,1,1677868879.809,1,1677868882.844,0.33299994468689,-1,-1,54,7,0,0,1,0
"43","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6445,"3","block_three","numberbar_neg",8,1677868883.844,1,1677868884.194,0,1677868887.215,0.349999904632568,-1,-1,54,8,0,0,1,0
"44","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6447,"3","block_three","numberbar_neg",9,1677868888.236,1,1677868888.912,0,1677868891.93,0.675999879837036,-1,-1,54,9,0,0,1,0
"45","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6449,"3","block_three","numberbar_neg",10,1677868892.931,0,1677868893.049,1,1677868896.065,0.118000030517578,-1,-1,54,10,0,1,1,1
"46","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6452,"3","block_three","numberbar_neg",11,1677868897.082,0,1677868899.851,1,1677868902.884,2.76900005340576,-1,-1,54,11,0,1,1,1
"47","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6454,"3","block_three","numberbar_neg",12,1677868903.885,0,1677868904.888,1,1677868907.92,1.00300002098083,-1,-1,54,12,0,1,1,1
"48","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6456,"3","block_three","numberbar_neg",13,1677868908.92,0,1677868909.487,1,1677868912.49,0.566999912261963,-1,-1,54,13,1,1,1,1
"49","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6458,"3","block_three","numberbar_neg",14,1677868913.508,0,1677868915.355,0,1677868918.39,1.84700012207031,-1,-1,54,14,0,1,0,0
"50","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6460,"3","block_three","numberbar_neg",15,1677868919.39,0,1677868921.174,0,1677868924.196,1.78399991989136,-1,-1,54,15,0,1,0,0
"51","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6463,"3","block_three","numberbar_neg",16,1677868925.192,1,1677868926.926,0,1677868929.945,1.73400020599365,-1,-1,54,16,0,0,0,1
"52","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6466,"3","block_three","numberbar_neg",17,1677868930.945,0,1677868931.695,0,1677868934.714,0.75,-1,-1,54,17,0,1,0,0
"53","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6470,"3","block_three","numberbar_neg",18,1677868935.715,0,1677868936.947,0,1677868939.981,1.23200011253357,-1,-1,54,18,0,1,0,0
"54","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6475,"3","block_three","numberbar_neg",19,1677868940.983,0,1677868947.734,1,1677868950.768,6.75099992752075,-1,-1,54,19,0,1,0,0
"55","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6480,"3","block_three","numberbar_neg",20,1677868951.77,0,1677868955.573,0,1677868958.588,3.80299997329712,-1,-1,54,20,0,1,0,0
"56","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6482,"3","block_three","numberbar_neg",21,1677868959.588,1,1677868961.656,0,1677868964.692,2.06799983978271,-1,-1,54,21,0,0,0,1
"57","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6486,"3","block_three","numberbar_neg",22,1677868965.711,1,1677868967.574,0,1677868970.592,1.86299991607666,-1,-1,54,22,0,0,0,1
"58","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6489,"3","block_three","numberbar_neg",23,1677868971.592,0,1677868974.648,0,1677868977.679,3.05599999427795,-1,-1,54,23,0,1,0,0
"59","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6493,"3","block_three","numberbar_neg",24,1677868978.68,0,1677868980.416,0,1677868983.431,1.73599982261658,-1,-1,54,24,0,1,0,0
"60","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6496,"3","block_three","numberbar_neg",25,1677868984.432,1,1677868984.564,1,1677868987.582,0.131999969482422,-1,-1,54,25,1,0,0,1
"61","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6498,"3","block_three","numberbar_neg",26,1677868988.582,1,1677868989.066,0,1677868992.085,0.483999967575073,-1,-1,54,26,0,0,1,0
"62","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6500,"3","block_three","numberbar_neg",27,1677868993.084,1,1677868993.618,0,1677868996.669,0.533999919891357,-1,-1,54,27,0,0,1,0
"63","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6504,"3","block_three","numberbar_neg",28,1677868997.687,1,1677869001.621,0,1677869004.64,3.93400001525879,-1,-1,54,28,0,0,1,0
"64","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6508,"3","block_three","numberbar_neg",29,1677869005.639,1,1677869008.624,0,1677869011.658,2.9850001335144,-1,-1,54,29,0,0,1,0
"65","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6512,"3","block_three","numberbar_neg",30,1677869012.678,0,1677869014.342,1,1677869017.377,1.66400003433228,-1,-1,54,30,0,1,1,1
"66","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6515,"3","block_three","numberbar_neg",31,1677869018.377,0,1677869018.96,1,1677869022.013,0.58299994468689,-1,-1,54,31,0,1,1,1
"67","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6518,"3","block_three","numberbar_neg",32,1677869023.029,0,1677869023.164,1,1677869026.077,0.134999990463257,-1,-1,54,32,0,1,1,1
"68","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6521,"3","block_three","numberbar_neg",33,1677869027.08,0,1677869027.599,1,1677869030.616,0.519000053405762,-1,-1,54,33,0,1,1,1
"69","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6524,"3","block_three","numberbar_neg",34,1677869031.633,0,1677869033.016,0,1677869036.034,1.38300013542175,-1,-1,54,34,0,1,1,1
"70","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6527,"3","block_three","numberbar_neg",35,1677869037.05,0,1677869038.834,1,1677869041.853,1.78400015830994,-1,-1,54,35,0,1,1,1
"71","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6342,"3","block_two","numberbar_mixed",1,1677868664.312,0,1677868666.236,0,1677868669.248,1.92400002479553,-1,-1,54,1,0,1,0,0
"72","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6344,"3","block_two","numberbar_mixed",2,1677868670.247,1,1677868670.831,0,1677868673.87,0.584000110626221,-1,-1,54,2,0,0,0,1
"73","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6346,"3","block_two","numberbar_mixed",3,1677868674.868,0,1677868675.7,0,1677868678.735,0.832000017166138,-1,-1,54,3,0,1,0,0
"74","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6348,"3","block_two","numberbar_mixed",4,1677868679.752,1,1677868680.418,0,1677868683.438,0.665999889373779,-1,-1,54,4,0,0,0,1
"75","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6350,"3","block_two","numberbar_mixed",5,1677868684.436,0,1677868685.203,0,1677868688.222,0.766999959945679,-1,-1,54,5,0,1,0,0
"76","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6352,"3","block_two","numberbar_mixed",6,1677868689.224,1,1677868689.339,1,1677868692.355,0.115000009536743,-1,-1,54,6,0,0,0,1
"77","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6354,"3","block_two","numberbar_mixed",7,1677868693.359,1,1677868693.906,1,1677868696.941,0.546999931335449,-1,-1,54,7,0,0,0,1
"78","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6356,"3","block_two","numberbar_mixed",8,1677868697.96,1,1677868698.208,1,1677868701.242,0.247999906539917,-1,-1,54,8,0,0,0,1
"79","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6358,"3","block_two","numberbar_mixed",9,1677868702.245,1,1677868702.376,1,1677868705.344,0.13100004196167,-1,-1,54,9,0,0,0,1
"80","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6360,"3","block_two","numberbar_mixed",10,1677868706.345,1,1677868706.996,1,1677868710.029,0.651000022888184,-1,-1,54,10,0,0,0,1
"81","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6361,"3","block_two","numberbar_mixed",11,1677868711.03,1,1677868712.647,1,1677868715.664,1.61700010299683,-1,-1,54,11,0,0,0,1
"82","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6363,"3","block_two","numberbar_mixed",12,1677868716.682,1,1677868718.582,1,1677868721.617,1.90000009536743,-1,-1,54,12,0,0,0,1
"83","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6365,"3","block_two","numberbar_mixed",13,1677868722.617,1,1677868723.534,1,1677868726.535,0.916999816894531,-1,-1,54,13,1,0,0,1
"84","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6367,"3","block_two","numberbar_mixed",14,1677868727.552,1,1677868727.888,0,1677868730.906,0.335999965667725,-1,-1,54,14,0,0,1,0
"85","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6369,"3","block_two","numberbar_mixed",15,1677868731.922,1,1677868733.639,1,1677868736.656,1.71700000762939,-1,-1,54,15,0,0,1,0
"86","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6371,"3","block_two","numberbar_mixed",16,1677868737.677,1,1677868738.289,0,1677868741.307,0.611999988555908,-1,-1,54,16,0,0,1,0
"87","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6373,"3","block_two","numberbar_mixed",17,1677868742.324,1,1677868743.141,1,1677868746.175,0.817000150680542,-1,-1,54,17,0,0,1,0
"88","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6375,"3","block_two","numberbar_mixed",18,1677868747.176,1,1677868748.661,0,1677868751.695,1.48499989509583,-1,-1,54,18,0,0,1,0
"89","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6377,"3","block_two","numberbar_mixed",19,1677868752.712,1,1677868755.85,0,1677868758.865,3.13800001144409,-1,-1,54,19,0,0,1,0
"90","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6378,"3","block_two","numberbar_mixed",20,1677868759.883,1,1677868761.052,0,1677868764.082,1.16900014877319,-1,-1,54,20,0,0,1,0
"91","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6379,"3","block_two","numberbar_mixed",21,1677868765.103,0,1677868765.766,1,1677868768.786,0.663000106811523,-1,-1,54,21,0,1,1,1
"92","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6382,"3","block_two","numberbar_mixed",22,1677868769.801,0,1677868770.218,1,1677868773.236,0.416999816894531,-1,-1,54,22,0,1,1,1
"93","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6385,"3","block_two","numberbar_mixed",23,1677868774.253,0,1677868774.903,1,1677868777.94,0.650000095367432,-1,-1,54,23,0,1,1,1
"94","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6388,"3","block_two","numberbar_mixed",24,1677868778.956,0,1677868780.525,1,1677868783.54,1.56900000572205,-1,-1,54,24,0,1,1,1
"95","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6391,"3","block_two","numberbar_mixed",25,1677868784.558,0,1677868785.679,1,1677868788.692,1.12099981307983,-1,-1,54,25,1,1,1,1
"96","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6394,"3","block_two","numberbar_mixed",26,1677868789.692,0,1677868791.726,0,1677868794.744,2.03400015830994,-1,-1,54,26,0,1,0,0
"97","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6397,"3","block_two","numberbar_mixed",27,1677868795.76,0,1677868796.295,0,1677868799.329,0.535000085830688,-1,-1,54,27,0,1,0,0
"98","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6401,"3","block_two","numberbar_mixed",28,1677868800.33,0,1677868801.746,1,1677868804.781,1.41600012779236,-1,-1,54,28,0,1,0,0
"99","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6405,"3","block_two","numberbar_mixed",29,1677868805.799,0,1677868807.682,0,1677868810.699,1.88299989700317,-1,-1,54,29,0,1,0,0
"100","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6408,"3","block_two","numberbar_mixed",30,1677868811.701,0,1677868812.888,1,1677868815.905,1.18700003623962,-1,-1,54,30,0,1,0,0
"101","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6414,"3","block_two","numberbar_mixed",31,1677868816.919,0,1677868824.081,0,1677868827.105,7.16200017929077,-1,-1,54,31,0,1,0,0
"102","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6417,"3","block_two","numberbar_mixed",32,1677868828.123,0,1677868829.541,1,1677868832.56,1.41799998283386,-1,-1,54,32,0,1,0,0
"103","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6420,"3","block_two","numberbar_mixed",33,1677868833.576,0,1677868834.075,0,1677868837.093,0.499000072479248,-1,-1,54,33,0,1,0,0
"104","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6423,"3","block_two","numberbar_mixed",34,1677868838.111,0,1677868838.627,0,1677868841.661,0.516000032424927,-1,-1,54,34,0,1,0,0
"105","54e32a60fdf99b3eae9de85b",73,"['numberbar_pos', 'numberbar_mixed', 'numberbar_neg']","B",6427,"3","block_two","numberbar_mixed",35,1677868842.661,1,1677868844.079,0,1677868847.13,1.41799998283386,-1,-1,54,35,0,0,0,1
"106","5590a34cfdf99b729d4f69dc",33,"['numberbar_pos', 'numberbar_neg', 'numberbar_mixed']","A",2037,"3","block_one","numberbar_pos",1,1677856063.962,1,1677856066.445,0,1677856069.46,2.48300004005432,-1,-1,5590,1,0,0,1,0
"107","5590a34cfdf99b729d4f69dc",33,"['numberbar_pos', 'numberbar_neg', 'numberbar_mixed']","A",2041,"3","block_one","numberbar_pos",2,1677856070.476,0,1677856071.609,1,1677856074.642,1.13299989700317,-1,-1,5590,2,0,1,1,1
